10,20,matrix,0.00000277200000000
10,20,list,0.00000438400000000
25,20,matrix,0.00001044000000000
25,20,list,0.00001964000000000
50,20,matrix,0.00003482200000000
50,20,list,0.00008680000000000
65,20,matrix,0.00005678400000000
65,20,list,0.00016479000000000
75,20,matrix,0.00007471800000000
75,20,list,0.00023597800000000
90,20,matrix,0.00011396200000000
90,20,list,0.00039230600000000
100,20,matrix,0.00014328000000000
100,20,list,0.00050274000000000
10,60,matrix,0.00000351400000000
10,60,list,0.00000556400000000
25,60,matrix,0.00001417400000000
25,60,list,0.00003153400000000
50,60,matrix,0.00004949400000000
50,60,list,0.00015153600000000
65,60,matrix,0.00008154200000000
65,60,list,0.00028979800000000
75,60,matrix,0.00011186200000000
75,60,list,0.00047300400000000
90,60,matrix,0.00015583000000000
90,60,list,0.00070135000000000
100,60,matrix,0.00019690600000000
100,60,list,0.00097905800000000
10,99,matrix,0.00000296000000000
10,99,list,0.00000468800000000
25,99,matrix,0.00001539000000000
25,99,list,0.00003357600000000
50,99,matrix,0.00005902400000000
50,99,list,0.00018424200000000
65,99,matrix,0.00006533600000000
65,99,list,0.00030099600000000
75,99,matrix,0.00008393600000000
75,99,list,0.00044206000000000
90,99,matrix,0.00012254200000000
90,99,list,0.00071948400000000
100,99,matrix,0.00016312800000000
100,99,list,0.00099292400000000
