10,20,matrix,0.00000143600000000
10,20,list,0.00000405800000000
25,20,matrix,0.00000885000000000
25,20,list,0.00002841000000000
50,20,matrix,0.00004141000000000
50,20,list,0.00023449000000000
65,20,matrix,0.00007268000000000
65,20,list,0.00058486200000000
75,20,matrix,0.00010340600000000
75,20,list,0.00099809400000000
90,20,matrix,0.00014894200000000
90,20,list,0.00196614400000000
100,20,matrix,0.00018507000000000
100,20,list,0.00297989800000000
10,60,matrix,0.00000341400000000
10,60,list,0.00000903800000000
25,60,matrix,0.00002678400000000
25,60,list,0.00012832000000000
50,60,matrix,0.00012710800000000
50,60,list,0.00159677600000000
65,60,matrix,0.00022147200000000
65,60,list,0.00442496800000000
75,60,matrix,0.00030888400000000
75,60,list,0.00768172200000000
90,60,matrix,0.00045022600000000
90,60,list,0.01577814200000000
100,60,matrix,0.00056477800000000
100,60,list,0.02391853200000000
10,99,matrix,0.00000524000000000
10,99,list,0.00001267600000000
25,99,matrix,0.00004242600000000
25,99,list,0.00026243600000000
50,99,matrix,0.00019949400000000
50,99,list,0.00385642800000000
65,99,matrix,0.00034574800000000
65,99,list,0.01101177400000000
75,99,matrix,0.00047778800000000
75,99,list,0.02002636200000000
90,99,matrix,0.00070900600000000
90,99,list,0.04091794400000001
100,99,matrix,0.00092518800000000
100,99,list,0.06108394400000000
